locum_gp	3403219931	Hoogersmilde-Centrum, Midden-Drenthe
Freek_Bosgraaf	14868512	Groningen
Aanbiedingen4u	754702550390214656	Groningen, Nederland
straatmanbart	798730546268475392	Groningen, Nederland
Aanbiedingen4u	754702550390214656	Groningen, Nederland
Aanbiedingen4u	754702550390214656	Groningen, Nederland
Aanbiedingen4u	754702550390214656	Groningen, Nederland
Hotzeregisseur	242410835	Mantgum, Friesland Nederland
Aanbiedingen4u	754702550390214656	Groningen, Nederland
AANklantcontact	368911726	Groningen
Duostudent	138339427	Groningen
JohannesDreijer	2269391174	Freistaat Groningen
MeesterJos	64497288	Zuidbroek, Groningen
TaskaTassenshop	474045718	Drenthe Hoogeveen
Duostudent	138339427	Groningen
Duostudent	138339427	Groningen
copyartwriter	3135117220	Groningen-Leeuwarden-Amsterdam
willemijnlau	566168038	Drenthe, Nederland
rug_gmw	102167310	Groningen
RTVDrenthe	21074905	Assen, Drenthe, Nederland
Duostudent	138339427	Groningen
PaulSchwarte	17509581	Groningen Holland
xddani_	3523854016	Friesland, Nederland
Duostudent	138339427	Groningen
VacaturesGroni1	1116820562	Groningen
deollegrieze	717985082	Groningen, The Netherlands
brandsrus1988	109585945	Friesland
javandijken	4691558220	Groningen, Nederland
Duostudent	138339427	Groningen
maxx0r	33668635	Groningen
Dijkstradenkt	326299898	provincie Groningen
Groningen_BBB	3250598786	HNK Groningen
Groningen_BN	1966122492	Groningen
AutoMotorBoten	2387712385	Drenthe / Overijssel
AutoMotorBoten	2387712385	Drenthe / Overijssel
Duostudent	138339427	Groningen
1001boeren	201635545	Hooghalen, Midden-Drenthe
supergtstfan	814788018947182592	Friesland, Nederland
Gunshire_EU	213040035	Groningen, The Netherlands
MeteoGroningen	849763126220390401	Groningen, Nederland
SpiritAndMoves	305036460	Drenthe
mulerius	867386433581056000	Groningen, Nederland
parlementor	775269751668998144	Groningen, Nederland
shossontwits	273951517	Groningen, Nederland
ritzotencate	7584542	Groningen, Netherlands
MeesterJos	64497288	Zuidbroek, Groningen
MeesterJos	64497288	Zuidbroek, Groningen
HalloRia	228866558	Groningen
markb19672015	3375604834	Heerenveen, Friesland
Wegenwacht9466	1735698313	Drenthe
patrick23dingen	94411215	Friesland/Groningen
PaganRene	62578686	Groningen, The Netherlands
Deaurin	17174013	Groningen
MarkV	7287552	Groningen, The Netherlands
parlementor	775269751668998144	Groningen, Nederland
hebmeerlief	716503367929958400	gemeente Groningen
esmoves2	53978683	Groningen / Haren
adriaanpals	338485043	Emmen (Drenthe)
aboutbtcoin	1367359076	Friesland, Nederland
parlementor	775269751668998144	Groningen, Nederland
ronaldsenechal	245859464	Groningen
LukasBouwman	385387598	Haren, Groningen
Conf_G_W	888829541518647296	Groningen/Apeldoorn/Leiden
ericascheper	265603667	Groningen
KOV_nieuws	498887184	Groningen, Netherlands
VacaturesGroni1	1116820562	Groningen
Patrick112Wind	430314007	Groningen
PaulApostate	2905567185	Onderdijk/West-Friesland/NL
rtvnoord	14907733	Groningen, The Netherlands
Martiniii10	232670386	Groningen
frank_brander	732894074	Groningen, Nederland
djhardstateone	190372731	Groningen, Netherlands
PERSBODYSHAPE	235668201	Groningen
Mama_Kimm	74153790	♥ Groningen
parlementor	775269751668998144	Groningen, Nederland
Conf_G_W	888829541518647296	Groningen/Apeldoorn/Leiden
politiekinneder	105525632	Provincie Groningen
hebmeerlief	716503367929958400	gemeente Groningen
Spoetnikliefde	211221676	Groningen
PaulApostate	2905567185	Onderdijk/West-Friesland/NL
GrunnenRocks	17336383	Groningen, The Netherlands
MarjoleinH_	179066644	Groningen, Nederland
PlatformGEEF	180779654	Friesland
JeannetJSandman	707643871379988480	Mooi Drenthe
parlementor	775269751668998144	Groningen, Nederland
Feenyks_com	2200979228	Groningen
lenescio	2974061655	Groningen
dichterMedema	3064786982	Hoogezand-Sappemeer, Groningen
Onderwijsgids	130122445	Groningen, Netherlands
ChrisVolkers	279023745	Groningen
nicoswa	360615741	Groningen | Gasselte
HarryTwiet	133657097	Drenthe
FCGFans71	3204963478	Groningen
Jer0enb	41919523	Beijum-West, Groningen
Mama_Kimm	74153790	♥ Groningen
TomRustebiel	25482887	Groningen
Deaurin	17174013	Groningen
ictrecht	19810490	Amsterdam en Groningen
vangroningen	17037852	Groningen, The Netherlands
ArjaKastelein	443833549	Friesland NL
Kevindjuh	619897913	Groningen, Nederland
rtvnoord	14907733	Groningen, The Netherlands
RTVNoordSport	61144287	Groningen, The Netherlands
RDHP_Games	829379316559597568	Friesland, Nederland
TrippleNancy	518330022	Groningen
AHRisseeuw	371696544	Fryslân - Friesland
nieuwsuitassen	1248125767	Assen - Drenthe
AHRisseeuw	371696544	Fryslân - Friesland
AHRisseeuw	371696544	Fryslân - Friesland
ValentinooNL	3564823696	Groningen
SherlockTelgt	756875251	Groningen, Nederland
ValentinooNL	3564823696	Groningen
DBWirdumSwichum	385472469	Wirdum Friesland
kevinwestra2	2808231035	Friesland, Nederland
JohannesDreijer	2269391174	Freistaat Groningen
roeskatsje	267437271	Buitenpost, Friesland
copyartwriter	3135117220	Groningen-Leeuwarden-Amsterdam
ArjaKastelein	443833549	Friesland NL
HarryBosGr	636151798	Groningen
hebmeerlief	716503367929958400	gemeente Groningen
AntjeDiertens	2336424080	Groningen
hebmeerlief	716503367929958400	gemeente Groningen
GrootHeerenveen	4415929762	Heerenveen, Friesland
MoniqueKoolman	605720549	Groningen
_ingmarvos	2789170732	Groningen
sterrekindNL	552078577	Friesland
KVVVG	575769966	Groningen
merijngoris	22931534	Groningen
Frij_Stiper	755003572539035648	Friesland, Nederland
MoniqueKoolman	605720549	Groningen
Daphne_dB	39954286	Groningen
AlexGroningen	876409382652837888	Groningen
BDONoord	330340485	Groningen en Emmen
MoniqueKoolman	605720549	Groningen
plazasportiva	81871543	Groningen
Ginosoftware	245742897	Groningen
gewoneman41	866161565871083520	Groningen, Nederland
Robberrrrrt	453346441	Groningen
deollegrieze	717985082	Groningen, The Netherlands
karlamooy	208668940	Tolbert (Groningen)
Kevindjuh	619897913	Groningen, Nederland
mhanemaaijer	116914552	Groningen, the Netherlands
BwcGroningen	243630124	Groningen
AlexDatema	1277175360	Briltil, Groningen
babilpaco	263156114	Groningen
gezinsbode	66978006	Groningen
JimsHart	18167624	Groningen.
kmwgro	1364293243	Groningen (city)
verabekkers	795892056556236800	Groningen, Nederland
volgTruus	1705211214	iets boven Groningen
WinniesStijl	852868943069028352	Friesland, Nederland
verabekkers	795892056556236800	Groningen, Nederland
BirskenHRi	2900598046	Groningen
pieterwoudstra	190208500	Groningen, Netherlands
aboutbtcoin	1367359076	Friesland, Nederland
parlementor	775269751668998144	Groningen, Nederland
1971dsgn	14800227	Friesland
HuibGraaf	3300626128	Leeuwarden, Friesland
adindaknevel	3067251223	Midden-Drenthe
LeenVanDerSluis	427710884	Drenthe, the Netherlands
politiekinneder	105525632	Provincie Groningen
ValentinooNL	3564823696	Groningen
DorotheaPiek	40697877	Groningen
Eetparkbeilen	4501315048	Midden-Drenthe
Keeeliiee	713439567341297664	Groningen, Nederland
Keeeliiee	713439567341297664	Groningen, Nederland
GroningenNL	86419723	Groningen, Hoogkerk
beesjebinda	25547944	Groningen
_ZZWD	1225917085	Zuidwest Drenthe
martijn_ritsema	52828213	Groningen
BirskenHRi	2900598046	Groningen
annenieboer	47683715	Amsterdam & Groningen
Mugje	19253283	Groningen
BirskenHRi	2900598046	Groningen
Barbapaapaa	315223846	Drenthe, Nederland
BirskenHRi	2900598046	Groningen
nicoswa	360615741	Groningen | Gasselte
ReitdiepPOP	2875578447	Groningen, Nederland
RTVDrenthe	21074905	Assen, Drenthe, Nederland
AlexDatema	1277175360	Briltil, Groningen
ChantalSchrijft	307305978	Groningen
Alexander_Pas	108629622	Groningen
babilpaco	263156114	Groningen
antiqdigitalis	2789628483	Groningen en Amsterdam
wildevuur_nl	161241744	Drenthe Hooghalen
BirskenHRi	2900598046	Groningen
Keeeliiee	713439567341297664	Groningen, Nederland
Diever0521	2446458485	Diever, Drenthe, NL, EU, World
Diever0521	2446458485	Diever, Drenthe, NL, EU, World
Diever0521	2446458485	Diever, Drenthe, NL, EU, World
martijn_ritsema	52828213	Groningen
deollegrieze	717985082	Groningen, The Netherlands
Liesbeth050	199242649	Groningen
JeannetJSandman	707643871379988480	Mooi Drenthe
Feenyks_com	2200979228	Groningen
PascalDirks	29690928	Groningen
FCGFeed	2359946095	Groningen
Gasunie	179829358	Groningen, the Netherlands
FamilieHoltrop	2280736212	Tjeukemeer Friesland
claudiascholte	119405396	Groningen
AAerssen	789141378643202050	Oost-Groningen
vanwieringen	99053348	Groningen
Ziekenhuizen_	1055059910	Groningen
Schnitger2017	2910985030	Groningen, Nederland
QbuzzGD	966140994	Groningen
QbuzzGD	966140994	Groningen
nieuwsuitassen	1248125767	Assen - Drenthe
Scarbir	12458682	Groningen, Netherlands
BM_Visser	835118381992972288	Groningen, Nederland
FamilieHoltrop	2280736212	Tjeukemeer Friesland
TrippleNancy	518330022	Groningen
Miamorstyle	724530931	Groningen
SandraBeckerman	2546001121	Oosterparkwijk, Groningen
martinspecken	32351756	Groningen
Gasunie	179829358	Groningen, the Netherlands
karinrixt	327048390	Groningen, Nederland
JondaKo	415783506	Groningen
ValentinooNL	3564823696	Groningen
Duostudent	138339427	Groningen
antiqdigitalis	2789628483	Groningen en Amsterdam
ZonRietlandenMM	2347036914	Emmen Drenthe
hebmeerlief	716503367929958400	gemeente Groningen
GuidovDijk	168102928	Groningen
klsnijder	49312799	Groningen
GuidovDijk	168102928	Groningen
JondaKo	415783506	Groningen
koenwinsum	212225949	Winsum, Groningen
AutoMotorBoten	2387712385	Drenthe / Overijssel
GuidovDijk	168102928	Groningen
antiqdigitalis	2789628483	Groningen en Amsterdam
GuidovDijk	168102928	Groningen
HagruBV	1133848632	Groningen
Bieuwe	107732380	Groningen
Snotroggeltjee	3207838731	Friesland, Nederland
MarJoYa77	62006361	Veendam, Groningen
UdingaMedia	1724637546	Drenthe, Friesland, Overijssel
newsandopinion	831095571674959872	Friesland, Nederland
wimmie78	868216835027742721	Groningen, Nederland
ZonRietlandenMM	2347036914	Emmen Drenthe
HdeVries20	4166304623	Friesland.
mamaminigrunn	368226166	Groningen
karinrixt	327048390	Groningen, Nederland
hebmeerlief	716503367929958400	gemeente Groningen
tafkap72	25812895	Groningen, the Netherlands
GrunCompleet	2975390097	Groningen
FCGFans71	3204963478	Groningen
hebmeerlief	716503367929958400	gemeente Groningen
huisvanverhuur	584730687	Zwolle en Groningen
fcgroningennieu	624764122	Groningen
Bieuwe	107732380	Groningen
christiaantinga	22251111	Groningen, The Netherlands
ValentinooNL	3564823696	Groningen
rapideinternet	97436908	Groningen
Marksuiding	73206570	Groningen, Nederland
YouAreMyAlves	752838815899906048	Friesland, Nederland
GerritJan_S	48031630	Friesland, Nederland
Wegenwacht9466	1735698313	Drenthe
leaffamkexxx	54177324	Friesland The Netherlands
Yorienvdh	126721324	Groningen, Nederland
vegiman76	793912610362101760	Friesland, Nederland
NB_Heerenveen	3467000362	Heerenveen, Friesland
JoukedeVries	105232607	Leeuwarden | Groningen
NB_Heerenveen	3467000362	Heerenveen, Friesland
FransOerVla	235080477	Midden-Drenthe (Beilen)
newsandopinion	831095571674959872	Friesland, Nederland
Yorienvdh	126721324	Groningen, Nederland
VogelzangAmber	856134331449966592	Bedum, Groningen
deollegrieze	717985082	Groningen, The Netherlands
deollegrieze	717985082	Groningen, The Netherlands
Talens12	2812741876	Groningen, Nederland
info_tybron	884663820408541184	Groningen, Nederland
jeroen1huizinga	3412396959	Amsterdam/Groningen, Nederland
SchreuderMarten	896372243604922368	Friesland, Nederland
Talens12	2812741876	Groningen, Nederland
info_tybron	884663820408541184	Groningen, Nederland
MaikelvanDuinen	745207963	Groningen, Nederland
Duostudent	138339427	Groningen
MaikelvanDuinen	745207963	Groningen, Nederland
newsandopinion	831095571674959872	Friesland, Nederland
scooterbigman	882156672730492928	Friesland, Nederland
ricktencate	299074488	Groningen
LiesbethvBerkel	444762893	Friesland
dvhn_nl	18549902	Groningen
martevansanten	632091671	Friesland
paull_nl	62566697	Groningen, the Netherlands
VPTZGroningen	949724648	Groningen en Hoogezand
klsnijder	49312799	Groningen
Jan_Weeber	2374136113	Groningen & Amsterdam
FRW_RUG	193635039	Groningen
aboutbtcoin	1367359076	Friesland, Nederland
GreenWhiteArmyy	391318258	Groningen
DickPluim	24192584	Groningen
KCG050	752462084986798080	Groningen
BennoRijpkema	3253932334	Heerenveen, Friesland
Duostudent	138339427	Groningen
newsandopinion	831095571674959872	Friesland, Nederland
HaraldHilbrants	116074734	Groningen
WTFalisah	294586552	Groningen, Nederland
GGDW2018	65573316	Leeuwarden, Friesland
lovedokter	48296848	Groningen (The Netherlands)
SchreuderMarten	896372243604922368	Friesland, Nederland
ArjaKastelein	443833549	Friesland NL
Mariekevdveenn	901931662551986176	Groningen, Nederland
JimsHart	18167624	Groningen.
brittvwissing	712970131354337280	Groningen, Nederland
deollegrieze	717985082	Groningen, The Netherlands
WTFalisah	294586552	Groningen, Nederland
cluesays	4177855301	Groningen, The Netherlands
keeswillemen43	2972940399	Groningen
lovedokter	48296848	Groningen (The Netherlands)
jokomopo	26791443	Groningen, Netherlands
CutenessNL	58020282	Leeuwarden, Friesland
marioomiskovic	137384565	Groningen, The Netherlands
FransOerVla	235080477	Midden-Drenthe (Beilen)
leaffamkexxx	54177324	Friesland The Netherlands
marioomiskovic	137384565	Groningen, The Netherlands
dekkerw	211566730	Groningen
aboutbtcoin	1367359076	Friesland, Nederland
Leedsizzer	151141087	Groningen
BRWGroningen	87394935	Groningen
jndkgrf	210792476	Eesterga, Friesland
paull_nl	62566697	Groningen, the Netherlands
WelkomGasberaad	4868655382	Groningen, Nederland
dekkerw	211566730	Groningen
Duostudent	138339427	Groningen
Duostudent	138339427	Groningen
Gert_Hemsens	232602689	Pekela, Groningen
martevansanten	632091671	Friesland
Henk_Dokter	420603266	Gieten, Drenthe
transitiegids	831861262225129472	Groningen, Nederland
Ruudjedeb	100837853	Harlingen, Friesland
Rudcher	109858547	Oosterparkbuurt, Groningen
marcelhulshof8	3290441105	Groningen, Nederland
Its_RhymeTime	843132063637295109	Groningen, Nederland
Benstriesenou1	202650608	Groningen
leaffamkexxx	54177324	Friesland The Netherlands
mlies37	37012885	Groningen
aggie_050	827201862835257346	Groningen, Nederland
dekkerw	211566730	Groningen
SRCreizen	131188021	Groningen, Nederland
jeroen1huizinga	3412396959	Amsterdam/Groningen, Nederland
nicoswa	360615741	Groningen | Gasselte
Oudemirdum	822585229432995840	Oudemirdum, Friesland
Slimme_Handen	66317509	Groningen, NL
Duostudent	138339427	Groningen
Duostudent	138339427	Groningen
Henrikruithof	114425430	Rotterdammer in Groningen
dekkerw	211566730	Groningen
PaulApostate	2905567185	Onderdijk/West-Friesland/NL
Groningenatwork	828938096582520832	Groningen, Nederland
jdnijland	337815392	Groningen
fcgroningen	14921134	Groningen
dekkerw	211566730	Groningen
KemperGerrie	712325094949974016	Vinkhuizen-Zuid, Groningen
MartijnFolkers	124199159	Groningen
paull_nl	62566697	Groningen, the Netherlands
georgewcapelle	196565878	, Holland , Groningen ,
GR_Landschap	301974677	Groningen
briskict	124126478	Groningen
Henrikruithof	114425430	Rotterdammer in Groningen
oogtv	22465767	Groningen
fcgroningennieu	624764122	Groningen
xxchantalxxxx	379299192	Groningen, Nederland
Klaassiegrunn	50771270	Groningen, the Netherlands
Debby_Seubers	45130361	Groningen natuurlijk ;)
pythonboots	493097073	Groningen
willemijnlau	566168038	Drenthe, Nederland
PaulApostate	2905567185	Onderdijk/West-Friesland/NL
dekkerw	211566730	Groningen
Feenyks_com	2200979228	Groningen
groningermuseum	18433506	Groningen
umoja4	326109095	Drenthe
OverSKSG	568069265	Groningen
ACaramellaTaste	1517135371	Groningen
Janklijnstra	29167909	Groningen, Nederland
PaulApostate	2905567185	Onderdijk/West-Friesland/NL
Onderwijsgids	130122445	Groningen, Netherlands
dekkerw	211566730	Groningen
Scarbir	12458682	Groningen, Netherlands
JohannesDreijer	2269391174	Freistaat Groningen
Keeeliiee	713439567341297664	Groningen, Nederland
MoniqueKoolman	605720549	Groningen
SanderClaassen	81140917	Groningen, Netherlands
VO_nieuws	498907538	Groningen, Netherlands
MBO_nieuws	498910286	Groningen, Netherlands
dekkerw	211566730	Groningen
KVVVG	575769966	Groningen
pythonboots	493097073	Groningen
mvanveen81	256908454	Friesland, Nederland
RiezaApr	32331958	Groningen, The Netherlands
provfryslan	65009350	Leeuwarden, Friesland
cluesays	4177855301	Groningen, The Netherlands
rug_gmw	102167310	Groningen
JohannesDreijer	2269391174	Freistaat Groningen
VacaturesGroni1	1116820562	Groningen
OverSKSG	568069265	Groningen
dekkerw	211566730	Groningen
parlementor	775269751668998144	Groningen, Nederland
JohannesDreijer	2269391174	Freistaat Groningen
SchokkendGronin	1418679690	Provincie Groningen
GiovanniTjalkes	463683260	Groningen, Netherlands
Duostudent	138339427	Groningen
Duostudent	138339427	Groningen
PixelszV	979392132	Groningen
GroningenNL	86419723	Groningen, Hoogkerk
GroningenNL	86419723	Groningen, Hoogkerk
sophya_kremers	777395811097407488	Drenthe
parlementor	775269751668998144	Groningen, Nederland
rik_baas	265633862	Groningen
parlementor	775269751668998144	Groningen, Nederland
sophya_kremers	777395811097407488	Drenthe
LdH_Noord_Werk	372740831	Groningen, Friesland, Drenthe
georgewcapelle	196565878	, Holland , Groningen ,
sergiopadt1	861941906137284610	Groningen
roelenjasper	236547118	Noorderhaven 51, Groningen
remivanbeekum	14697565	Groningen, Netherlands
Kevindjuh	619897913	Groningen, Nederland
sjakje1	293089502	Groningen, Friesland, Drenthe
_Alet	190203410	Drenthe
parlementor	775269751668998144	Groningen, Nederland
rtvnoord	14907733	Groningen, The Netherlands
deollegrieze	717985082	Groningen, The Netherlands
GrAccountants	2941233269	Groningen
_Alet	190203410	Drenthe
cwbbakker	391956146	Groningen
PatrickSmid	40043692	Veendam, Groningen
harrietpaard	216735637	Kop van Drenthe, Nederland
BM_Visser	835118381992972288	Groningen, Nederland
_Alet	190203410	Drenthe
georgewcapelle	196565878	, Holland , Groningen ,
sophya_kremers	777395811097407488	Drenthe
rtvnoord	14907733	Groningen, The Netherlands
parlementor	775269751668998144	Groningen, Nederland
Darth_Hideous	40194389	Groningen
YouAreMyAlves	752838815899906048	Friesland, Nederland
parlementor	775269751668998144	Groningen, Nederland
